x,Trapezoid,Simpson,Actual J0
0.8,2.65869013,2.65869013,0.8462873528
0.81,2.647042247,2.647042247,0.8425797163
0.82,2.635274205,2.635274205,0.8388338322
0.83,2.623386878,2.623386878,0.8350499784
0.84,2.611381148,2.611381148,0.8312284361
0.85,2.599257908,2.599257908,0.827369489
0.86,2.587018057,2.587018057,0.8234734234
0.87,2.574662503,2.574662503,0.8195405284
0.88,2.562192163,2.562192163,0.8155710959
0.89,2.549607962,2.549607962,0.8115654201
0.9,2.536910832,2.536910832,0.8075237981
0.91,2.524101715,2.524101715,0.8034465295
0.92,2.511181559,2.511181559,0.7993339163
0.93,2.498151323,2.498151323,0.7951862632
0.94,2.48501197,2.48501197,0.7910038775
0.95,2.471764475,2.471764475,0.7867870686
0.96,2.458409816,2.458409816,0.7825361488
0.97,2.444948983,2.444948983,0.7782514326
0.98,2.431382971,2.431382971,0.7739332369
0.99,2.417712784,2.417712784,0.769581881
1,2.403939431,2.403939431,0.7651976866
1.01,2.39006393,2.39006393,0.7607809776
1.02,2.376087308,2.376087308,0.7563320805
1.03,2.362010595,2.362010595,0.7518513237
1.04,2.347834831,2.347834831,0.747339038
1.05,2.333561063,2.333561063,0.7427955564
1.06,2.319190343,2.319190343,0.7382212143
1.07,2.304723732,2.304723732,0.7336163488
1.08,2.290162296,2.290162296,0.7289812997
1.09,2.275507107,2.275507107,0.7243164083
1.1,2.260759247,2.260759247,0.7196220185
1.11,2.2459198,2.2459198,0.714898476
1.12,2.23098986,2.23098986,0.7101461285
1.13,2.215970526,2.215970526,0.7053653258
1.14,2.200862901,2.200862901,0.7005564196
1.15,2.185668098,2.185668098,0.6957197635
1.16,2.170387233,2.170387233,0.6908557131
1.17,2.155021429,2.155021429,0.6859646258
1.18,2.139571815,2.139571815,0.6810468609
1.19,2.124039525,2.124039525,0.6761027794
1.2,2.108425699,2.108425699,0.6711327443
1.21,2.092731483,2.092731483,0.6661371201
1.22,2.076958027,2.076958027,0.6611162732
1.23,2.061106488,2.061106488,0.6560705717
1.24,2.045178028,2.045178028,0.6510003853
1.25,2.029173812,2.029173812,0.6459060853
1.26,2.013095014,2.013095014,0.6407880447
1.27,1.996942808,1.996942808,0.6356466379
1.28,1.980718377,1.980718377,0.6304822412
1.29,1.964422907,1.964422907,0.6252952321
1.3,1.948057589,1.948057589,0.6200859896
1.31,1.931623619,1.931623619,0.6148548942
1.32,1.915122195,1.915122195,0.6096023279
1.33,1.898554523,1.898554523,0.6043286741
1.34,1.88192181,1.88192181,0.5990343173
1.35,1.865225271,1.865225271,0.5937196436
1.36,1.84846612,1.84846612,0.5883850403
1.37,1.83164558,1.83164558,0.583030896
1.38,1.814764874,1.814764874,0.5776576004
1.39,1.79782523,1.79782523,0.5722655444
1.4,1.780827882,1.780827882,0.5668551204
1.41,1.763774064,1.763774064,0.5614267214
1.42,1.746665015,1.746665015,0.555980742
1.43,1.729501977,1.729501977,0.5505175775
1.44,1.712286197,1.712286197,0.5450376245
1.45,1.695018923,1.695018923,0.5395412804
1.46,1.677701406,1.677701406,0.5340289437
1.47,1.660334902,1.660334902,0.5285010137
1.48,1.642920668,1.642920668,0.5229578908
1.49,1.625459964,1.625459964,0.5173999761
1.5,1.607954053,1.607954053,0.5118276717
1.51,1.590404202,1.590404202,0.5062413804
1.52,1.572811676,1.572811676,0.5006415057
1.53,1.555177748,1.555177748,0.495028452
1.54,1.537503689,1.537503689,0.4894026243
1.55,1.519790774,1.519790774,0.4837644284
1.56,1.50204028,1.50204028,0.4781142705
1.57,1.484253484,1.484253484,0.4724525577
1.58,1.466431668,1.466431668,0.4667796975
1.59,1.448576114,1.448576114,0.4610960979
1.6,1.430688104,1.430688104,0.4554021676
1.61,1.412768925,1.412768925,0.4496983157
1.62,1.394819862,1.394819862,0.4439849515
1.63,1.376842203,1.376842203,0.4382624851
1.64,1.358837238,1.358837238,0.4325313267
1.65,1.340806256,1.340806256,0.4267918869
1.66,1.322750549,1.322750549,0.4210445767
1.67,1.304671408,1.304671408,0.4152898073
1.68,1.286570125,1.286570125,0.4095279902
1.69,1.268447995,1.268447995,0.4037595369
1.7,1.250306311,1.250306311,0.3979848594
1.71,1.232146366,1.232146366,0.3922043697
1.72,1.213969457,1.213969457,0.3864184797
1.73,1.195776877,1.195776877,0.3806276016
1.74,1.177569922,1.177569922,0.3748321477
1.75,1.159349886,1.159349886,0.3690325302
1.76,1.141118064,1.141118064,0.3632291612
1.77,1.122875752,1.122875752,0.3574224528
1.78,1.104624243,1.104624243,0.3516128171
1.79,1.086364832,1.086364832,0.3458006659
1.8,1.068098811,1.068098811,0.339986411
1.81,1.049827475,1.049827475,0.334170464
1.82,1.031552114,1.031552114,0.3283532361
1.83,1.013274022,1.013274022,0.3225351385
1.84,0.9949944866,0.9949944866,0.3167165818
1.85,0.976714799,0.976714799,0.3108979765
1.86,0.958436247,0.958436247,0.3050797327
1.87,0.9401601177,0.9401601177,0.29926226
1.88,0.9218876968,0.9218876968,0.2934459678
1.89,0.9036202686,0.9036202686,0.2876312648
1.9,0.8853591158,0.8853591158,0.2818185594
1.91,0.8671055195,0.8671055195,0.2760082592
1.92,0.8488607591,0.8488607591,0.2702007716
1.93,0.830626112,0.830626112,0.2643965032
1.94,0.8124028537,0.8124028537,0.2585958599
1.95,0.7941922578,0.7941922578,0.2527992472
1.96,0.7759955954,0.7759955954,0.2470070697
1.97,0.7578141358,0.7578141358,0.2412197313
1.98,0.7396491454,0.7396491454,0.2354376353
1.99,0.7215018886,0.7215018886,0.229661184
2,0.703373627,0.703373627,0.2238907791
2.01,0.6852656194,0.6852656194,0.2181268213
2.02,0.6671791222,0.6671791222,0.2123697105
2.03,0.6491153887,0.6491153887,0.2066198455
2.04,0.6310756691,0.6310756691,0.2008776244
2.05,0.6130612108,0.6130612108,0.1951434442
2.06,0.5950732578,0.5950732578,0.189417701
2.07,0.5771130511,0.5771130511,0.1837007896
2.08,0.5591818281,0.5591818281,0.1779931041
2.09,0.5412808227,0.5412808227,0.1722950371
2.1,0.5234112654,0.5234112654,0.1666069803
2.11,0.505574383,0.505574383,0.1609293243
2.12,0.4877713985,0.4877713985,0.1552624583
2.13,0.470003531,0.470003531,0.1496067704
2.14,0.4522719956,0.4522719956,0.1439626475
2.15,0.4345780036,0.4345780036,0.1383304749
2.16,0.4169227619,0.4169227619,0.1327106369
2.17,0.3993074732,0.3993074732,0.1271035163
2.18,0.3817333359,0.3817333359,0.1215094947
2.19,0.3642015441,0.3642015441,0.115928952
2.2,0.346713287,0.346713287,0.1103622669
2.21,0.3292697496,0.3292697496,0.1048098165
2.22,0.3118721118,0.3118721118,0.09927197641
2.23,0.294521549,0.294521549,0.09374912075
2.24,0.2772192316,0.2772192316,0.08824162206
2.25,0.2599663249,0.2599663249,0.08274985129
2.26,0.2427639892,0.2427639892,0.07727417777
2.27,0.2256133796,0.2256133796,0.07181496917
2.28,0.2085156459,0.2085156459,0.06637259151
2.29,0.1914719326,0.1914719326,0.06094740908
2.3,0.1744833788,0.1744833788,0.05553978445
2.31,0.1575511179,0.1575511179,0.0501500784
2.32,0.1406762777,0.1406762777,0.04477864995
2.33,0.1238599805,0.1238599805,0.03942585629
2.34,0.1071033425,0.1071033425,0.03409205275
2.35,0.09040747411,0.09040747411,0.0287775928
2.36,0.0737734799,0.0737734799,0.02348282799
2.37,0.05720245821,0.05720245821,0.01820810796
2.38,0.04069550128,0.04069550128,0.01295378038
2.39,0.02425369512,0.02425369512,0.007720190934
2.4,0.007878119424,0.007878119424,0.002507683297
2.41,-0.008430152534,-0.008430152534,-0.002683400894
2.42,-0.02467005396,-0.02467005396,-0.007852722067
2.43,-0.04084052462,-0.04084052462,-0.01299994274
2.44,-0.05694051096,-0.05694051096,-0.01812472756
2.45,-0.07296896613,-0.07296896613,-0.0232267433
2.46,-0.08892485012,-0.08892485012,-0.02830565892
2.47,-0.1048071298,-0.1048071298,-0.03336114555
2.48,-0.120614779,-0.120614779,-0.03839287657
2.49,-0.1363467786,-0.1363467786,-0.04340052758
2.5,-0.1520021167,-0.1520021167,-0.04838377647
2.51,-0.1675797885,-0.1675797885,-0.05334230341
2.52,-0.1830787966,-0.1830787966,-0.05827579089
2.53,-0.1984981507,-0.1984981507,-0.06318392376
2.54,-0.2138368684,-0.2138368684,-0.06806638923
2.55,-0.2290939743,-0.2290939743,-0.07292287689
2.56,-0.244268501,-0.244268501,-0.07775307875
2.57,-0.2593594885,-0.2593594885,-0.08255668927
2.58,-0.2743659847,-0.2743659847,-0.08733340537
2.59,-0.2892870452,-0.2892870452,-0.09208292644
2.6,-0.3041217336,-0.3041217336,-0.0968049544
2.61,-0.3188691212,-0.3188691212,-0.1014991937
2.62,-0.3335282876,-0.3335282876,-0.1061653513
2.63,-0.3480983204,-0.3480983204,-0.1108031367
2.64,-0.3625783152,-0.3625783152,-0.1154122623
2.65,-0.3769673762,-0.3769673762,-0.1199924426
2.66,-0.3912646154,-0.3912646154,-0.1245433952
2.67,-0.4054691535,-0.4054691535,-0.1290648401
2.68,-0.4195801197,-0.4195801197,-0.1335565001
2.69,-0.4335966513,-0.4335966513,-0.1380181007
2.7,-0.4475178944,-0.4475178944,-0.14244937
2.71,-0.4613430039,-0.4613430039,-0.1468500391
2.72,-0.475071143,-0.475071143,-0.1512198415
2.73,-0.488701484,-0.488701484,-0.1555585137
2.74,-0.5022332076,-0.5022332076,-0.1598657951
2.75,-0.5156655038,-0.5156655038,-0.1641414278
2.76,-0.5289975711,-0.5289975711,-0.1683851567
2.77,-0.5422286175,-0.5422286175,-0.1725967295
2.78,-0.5553578595,-0.5553578595,-0.176775897
2.79,-0.568384523,-0.568384523,-0.1809224128
2.8,-0.5813078431,-0.5813078431,-0.1850360334
2.81,-0.5941270638,-0.5941270638,-0.1891165181
2.82,-0.6068414388,-0.6068414388,-0.1931636293
2.83,-0.6194502307,-0.6194502307,-0.1971771324
2.84,-0.6319527118,-0.6319527118,-0.2011567958
2.85,-0.6443481635,-0.6443481635,-0.2051023906
2.86,-0.656635877,-0.656635877,-0.2090136913
2.87,-0.6688151529,-0.6688151529,-0.2128904752
2.88,-0.6808853013,-0.6808853013,-0.2167325228
2.89,-0.692845642,-0.692845642,-0.2205396174
2.9,-0.7046955044,-0.7046955044,-0.2243115458
2.91,-0.7164342277,-0.7164342277,-0.2280480975
2.92,-0.7280611609,-0.7280611609,-0.2317490652
2.93,-0.7395756626,-0.7395756626,-0.235414245
2.94,-0.7509771016,-0.7509771016,-0.2390434357
2.95,-0.7622648563,-0.7622648563,-0.2426364396
2.96,-0.7734383151,-0.7734383151,-0.246193062
2.97,-0.7844968765,-0.7844968765,-0.2497131115
2.98,-0.7954399489,-0.7954399489,-0.2531963996
2.99,-0.8062669509,-0.8062669509,-0.2566427414
3,-0.8169773111,-0.8169773111,-0.2600519549
3.01,-0.8275704682,-0.8275704682,-0.2634238615
3.02,-0.8380458712,-0.8380458712,-0.2667582859
3.03,-0.8484029793,-0.8484029793,-0.2700550558
3.04,-0.8586412618,-0.8586412618,-0.2733140023
3.05,-0.8687601985,-0.8687601985,-0.2765349599
3.06,-0.8787592795,-0.8787592795,-0.2797177662
3.07,-0.888638005,-0.888638005,-0.2828622622
3.08,-0.8983958859,-0.8983958859,-0.2859682922
3.09,-0.9080324433,-0.9080324433,-0.2890357037
3.1,-0.917547209,-0.917547209,-0.2920643477
3.11,-0.9269397249,-0.9269397249,-0.2950540783
3.12,-0.9362095437,-0.9362095437,-0.2980047533
3.13,-0.9453562286,-0.9453562286,-0.3009162335
3.14,-0.9543793533,-0.9543793533,-0.3037883833
3.15,-0.963278502,-0.963278502,-0.3066210704
3.16,-0.9720532698,-0.9720532698,-0.3094141657
3.17,-0.9807032621,-0.9807032621,-0.3121675437
3.18,-0.9892280951,-0.9892280951,-0.3148810824
3.19,-0.9976273957,-0.9976273957,-0.3175546628
3.2,-1.005900802,-1.005900802,-0.3201881697
3.21,-1.014047961,-1.014047961,-0.322781491
3.22,-1.022068533,-1.022068533,-0.3253345183
3.23,-1.029962187,-1.029962187,-0.3278471465
3.24,-1.037728604,-1.037728604,-0.3303192739
3.25,-1.045367476,-1.045367476,-0.3327508022
3.26,-1.052878503,-1.052878503,-0.3351416366
3.27,-1.060261401,-1.060261401,-0.3374916858
3.28,-1.067515892,-1.067515892,-0.3398008619
3.29,-1.07464171,-1.07464171,-0.3420690804
3.3,-1.081638602,-1.081638602,-0.3442962604
3.31,-1.088506324,-1.088506324,-0.3464823242
3.32,-1.095244644,-1.095244644,-0.3486271979
3.33,-1.101853339,-1.101853339,-0.3507308108
3.34,-1.108332198,-1.108332198,-0.3527930957
3.35,-1.114681021,-1.114681021,-0.3548139891
3.36,-1.120899621,-1.120899621,-0.3567934306
3.37,-1.126987817,-1.126987817,-0.3587313637
3.38,-1.132945443,-1.132945443,-0.360627735
3.39,-1.138772343,-1.138772343,-0.3624824948
3.4,-1.144468371,-1.144468371,-0.3642955968
3.41,-1.150033392,-1.150033392,-0.3660669981
3.42,-1.155467284,-1.155467284,-0.3677966595
3.43,-1.160769933,-1.160769933,-0.3694845451
3.44,-1.165941237,-1.165941237,-0.3711306226
3.45,-1.170981107,-1.170981107,-0.3727348629
3.46,-1.175889462,-1.175889462,-0.3742972407
3.47,-1.180666232,-1.180666232,-0.3758177341
3.48,-1.185311361,-1.185311361,-0.3772963245
3.49,-1.189824801,-1.189824801,-0.378732997
3.5,-1.194206515,-1.194206515,-0.38012774
3.51,-1.198456479,-1.198456479,-0.3814805454
3.52,-1.202574677,-1.202574677,-0.3827914087
3.53,-1.206561107,-1.206561107,-0.3840603286
3.54,-1.210415775,-1.210415775,-0.3852873076
3.55,-1.2141387,-1.2141387,-0.3864723513
3.56,-1.21772991,-1.21772991,-0.3876154689
3.57,-1.221189445,-1.221189445,-0.3887166732
3.58,-1.224517356,-1.224517356,-0.3897759801
3.59,-1.227713704,-1.227713704,-0.3907934093
3.6,-1.230778561,-1.230778561,-0.3917689837
3.61,-1.23371201,-1.23371201,-0.3927027296
3.62,-1.236514146,-1.236514146,-0.3935946769
3.63,-1.239185071,-1.239185071,-0.3944448588
3.64,-1.241724901,-1.241724901,-0.3952533119
3.65,-1.244133762,-1.244133762,-0.3960200762
3.66,-1.24641179,-1.24641179,-0.3967451951
3.67,-1.248559133,-1.248559133,-0.3974287154
3.68,-1.250575947,-1.250575947,-0.3980706873
3.69,-1.252462401,-1.252462401,-0.3986711643
3.7,-1.254218674,-1.254218674,-0.3992302034
3.71,-1.255844955,-1.255844955,-0.3997478647
3.72,-1.257341444,-1.257341444,-0.4002242119
3.73,-1.258708351,-1.258708351,-0.400659312
3.74,-1.259945897,-1.259945897,-0.4010532351
3.75,-1.261054313,-1.261054313,-0.4014060549
3.76,-1.262033841,-1.262033841,-0.4017178483
3.77,-1.262884732,-1.262884732,-0.4019886954
3.78,-1.263607249,-1.263607249,-0.4022186797
3.79,-1.264201665,-1.264201665,-0.402407888
3.8,-1.264668261,-1.264668261,-0.4025564102
3.81,-1.265007331,-1.265007331,-0.4026643396
3.82,-1.265219179,-1.265219179,-0.4027317728
3.83,-1.265304117,-1.265304117,-0.4027588095
3.84,-1.26526247,-1.26526247,-0.4027455527
3.85,-1.265094569,-1.265094569,-0.4026921084
3.86,-1.26480076,-1.26480076,-0.4025985861
3.87,-1.264381396,-1.264381396,-0.4024650983
3.88,-1.26383684,-1.26383684,-0.4022917608
3.89,-1.263167466,-1.263167466,-0.4020786923
3.9,-1.262373656,-1.262373656,-0.4018260149
3.91,-1.261455805,-1.261455805,-0.4015338537
3.92,-1.260414315,-1.260414315,-0.401202337
3.93,-1.259249598,-1.259249598,-0.4008315961
3.94,-1.257962077,-1.257962077,-0.4004217655
3.95,-1.256552184,-1.256552184,-0.3999729826
3.96,-1.25502036,-1.25502036,-0.399485388
3.97,-1.253367057,-1.253367057,-0.3989591253
3.98,-1.251592735,-1.251592735,-0.3983943412
3.99,-1.249697865,-1.249697865,-0.3977911851
4,-1.247682925,-1.247682925,-0.3971498099
4.01,-1.245548405,-1.245548405,-0.3964703709
4.02,-1.243294802,-1.243294802,-0.3957530269
4.03,-1.240922624,-1.240922624,-0.3949979393
4.04,-1.238432388,-1.238432388,-0.3942052724
4.05,-1.235824619,-1.235824619,-0.3933751937
4.06,-1.233099852,-1.233099852,-0.3925078734
4.07,-1.23025863,-1.23025863,-0.3916034845
4.08,-1.227301507,-1.227301507,-0.3906622029
4.09,-1.224229044,-1.224229044,-0.3896842075
4.1,-1.221041811,-1.221041811,-0.3886696798
4.11,-1.217740388,-1.217740388,-0.3876188043
4.12,-1.214325363,-1.214325363,-0.386531768
4.13,-1.210797332,-1.210797332,-0.385408761
4.14,-1.207156901,-1.207156901,-0.3842499758
4.15,-1.203404684,-1.203404684,-0.383055608
4.16,-1.199541302,-1.199541302,-0.3818258555
4.17,-1.195567388,-1.195567388,-0.3805609191
4.18,-1.191483579,-1.191483579,-0.3792610023
4.19,-1.187290523,-1.187290523,-0.3779263112
4.2,-1.182988876,-1.182988876,-0.3765570544
4.21,-1.178579301,-1.178579301,-0.3751534432
4.22,-1.174062471,-1.174062471,-0.3737156915
4.23,-1.169439065,-1.169439065,-0.3722440157
4.24,-1.164709772,-1.164709772,-0.3707386348
4.25,-1.159875286,-1.159875286,-0.3691997703
4.26,-1.154936312,-1.154936312,-0.3676276461
4.27,-1.149893561,-1.149893561,-0.3660224885
4.28,-1.144747752,-1.144747752,-0.3643845266
4.29,-1.139499611,-1.139499611,-0.3627139916
4.3,-1.134149874,-1.134149874,-0.3610111172
4.31,-1.128699281,-1.128699281,-0.3592761395
4.32,-1.123148581,-1.123148581,-0.3575092969
4.33,-1.117498531,-1.117498531,-0.3557108302
4.34,-1.111749894,-1.111749894,-0.3538809824
4.35,-1.105903442,-1.105903442,-0.3520199989
4.36,-1.099959952,-1.099959952,-0.3501281273
4.37,-1.09392021,-1.09392021,-0.3482056174
4.38,-1.087785006,-1.087785006,-0.3462527214
4.39,-1.08155514,-1.08155514,-0.3442696935
4.4,-1.075231417,-1.075231417,-0.34225679
4.41,-1.06881465,-1.06881465,-0.3402142696
4.42,-1.062305657,-1.062305657,-0.3381423928
4.43,-1.055705264,-1.055705264,-0.3360414225
4.44,-1.049014303,-1.049014303,-0.3339116235
4.45,-1.042233613,-1.042233613,-0.3317532626
4.46,-1.035364037,-1.035364037,-0.3295666087
4.47,-1.028406426,-1.028406426,-0.3273519326
4.48,-1.021361639,-1.021361639,-0.3251095071
4.49,-1.014230538,-1.014230538,-0.322839607
4.5,-1.007013991,-1.007013991,-0.320542509
4.51,-0.9997128752,-0.9997128752,-0.3182184915
4.52,-0.9923280701,-0.9923280701,-0.3158678351
4.53,-0.9848604626,-0.9848604626,-0.3134908218
4.54,-0.9773109451,-0.9773109451,-0.3110877357
4.55,-0.9696804154,-0.9696804154,-0.3086588627
4.56,-0.9619697768,-0.9619697768,-0.3062044902
4.57,-0.9541799382,-0.9541799382,-0.3037249075
4.58,-0.9463118136,-0.9463118136,-0.3012204057
4.59,-0.9383663224,-0.9383663224,-0.2986912773
4.6,-0.930344389,-0.930344389,-0.2961378166
4.61,-0.922246943,-0.922246943,-0.2935603195
4.62,-0.9140749189,-0.9140749189,-0.2909590834
4.63,-0.905829256,-0.905829256,-0.2883344074
4.64,-0.8975108987,-0.8975108987,-0.285686592
4.65,-0.8891207959,-0.8891207959,-0.2830159393
4.66,-0.880659901,-0.880659901,-0.2803227529
4.67,-0.8721291723,-0.8721291723,-0.2776073376
4.68,-0.8635295721,-0.8635295721,-0.2748699998
4.69,-0.8548620674,-0.8548620674,-0.2721110474
4.7,-0.8461276294,-0.8461276294,-0.2693307894
4.71,-0.8373272334,-0.8373272334,-0.2665295364
4.72,-0.8284618589,-0.8284618589,-0.2637076
4.73,-0.8195324892,-0.8195324892,-0.2608652933
4.74,-0.8105401116,-0.8105401116,-0.2580029307
4.75,-0.8014857174,-0.8014857174,-0.2551208275
4.76,-0.7923703014,-0.7923703014,-0.2522193005
4.77,-0.7831948621,-0.7831948621,-0.2492986674
4.78,-0.7739604015,-0.7739604015,-0.2463592473
4.79,-0.7646679252,-0.7646679252,-0.2434013602
4.8,-0.755318442,-0.755318442,-0.2404253273
4.81,-0.7459129639,-0.7459129639,-0.2374314706
4.82,-0.7364525063,-0.7364525063,-0.2344201135
4.83,-0.7269380875,-0.7269380875,-0.2313915799
4.84,-0.717370729,-0.717370729,-0.2283461951
4.85,-0.7077514548,-0.7077514548,-0.225284285
4.86,-0.6980812921,-0.6980812921,-0.2222061766
4.87,-0.6883612705,-0.6883612705,-0.2191121977
4.88,-0.6785924226,-0.6785924226,-0.2160026768
4.89,-0.668775783,-0.668775783,-0.2128779434
4.9,-0.6589123891,-0.6589123891,-0.2097383276
4.91,-0.6490032806,-0.6490032806,-0.2065841604
4.92,-0.6390494992,-0.6390494992,-0.2034157734
4.93,-0.629052089,-0.629052089,-0.2002334989
4.94,-0.619012096,-0.619012096,-0.1970376698
4.95,-0.6089305683,-0.6089305683,-0.1938286199
4.96,-0.5988085556,-0.5988085556,-0.1906066832
4.97,-0.5886471096,-0.5886471096,-0.1873721944
4.98,-0.5784472835,-0.5784472835,-0.184125489
4.99,-0.5682101322,-0.5682101322,-0.1808669025
5,-0.5579367121,-0.5579367121,-0.1775967713
5.01,-0.5476280808,-0.5476280808,-0.1743154321
5.02,-0.5372852973,-0.5372852973,-0.1710232218
5.03,-0.5269094219,-0.5269094219,-0.1677204781
5.04,-0.5165015157,-0.5165015157,-0.1644075387
5.05,-0.5060626412,-0.5060626412,-0.1610847417
5.06,-0.4955938615,-0.4955938615,-0.1577524256
5.07,-0.4850962406,-0.4850962406,-0.1544109291
5.08,-0.4745708432,-0.4745708432,-0.1510605911
5.09,-0.4640187347,-0.4640187347,-0.1477017506
5.1,-0.453440981,-0.453440981,-0.1443347471
5.11,-0.4428386484,-0.4428386484,-0.1409599198
5.12,-0.4322128034,-0.4322128034,-0.1375776083
5.13,-0.4215645131,-0.4215645131,-0.1341881522
5.14,-0.4108948444,-0.4108948444,-0.1307918912
5.15,-0.4002048644,-0.4002048644,-0.1273891648
5.16,-0.3894956402,-0.3894956402,-0.1239803129
5.17,-0.3787682387,-0.3787682387,-0.120565675
5.18,-0.3680237266,-0.3680237266,-0.1171455905
5.19,-0.3572631702,-0.3572631702,-0.113720399
5.2,-0.3464876354,-0.3464876354,-0.1102904398
5.21,-0.3356981877,-0.3356981877,-0.1068560519
5.22,-0.324895892,-0.324895892,-0.1034175744
5.23,-0.3140818122,-0.3140818122,-0.0999753459
5.24,-0.3032570118,-0.3032570118,-0.09652970492
5.25,-0.2924225532,-0.2924225532,-0.09308098964
5.26,-0.2815794979,-0.2815794979,-0.08962953792
5.27,-0.2707289061,-0.2707289061,-0.0861756873
5.28,-0.2598718373,-0.2598718373,-0.08271977494
5.29,-0.2490093492,-0.2490093492,-0.07926213759
5.3,-0.2381424985,-0.2381424985,-0.07580311159
5.31,-0.2272723404,-0.2272723404,-0.07234303279
5.32,-0.2163999284,-0.2163999284,-0.06888223659
5.33,-0.2055263147,-0.2055263147,-0.06542105783
5.34,-0.1946525494,-0.1946525494,-0.06195983085
5.35,-0.1837796811,-0.1837796811,-0.05849888936
5.36,-0.1729087562,-0.1729087562,-0.05503856651
5.37,-0.1620408194,-0.1620408194,-0.05157919478
5.38,-0.1511769132,-0.1511769132,-0.04812110602
5.39,-0.1403180778,-0.1403180778,-0.04466463137
5.4,-0.1294653513,-0.1294653513,-0.04121010124
5.41,-0.1186197695,-0.1186197695,-0.03775784532
5.42,-0.1077823655,-0.1077823655,-0.03430819248
5.43,-0.09695417004,-0.09695417004,-0.03086147083
5.44,-0.08613621129,-0.08613621129,-0.02741800761
5.45,-0.07532951461,-0.07532951461,-0.02397812922
5.46,-0.06453510257,-0.06453510257,-0.02054216115
5.47,-0.05375399489,-0.05375399489,-0.017110428
5.48,-0.04298720829,-0.04298720829,-0.01368325338
5.49,-0.03223575645,-0.03223575645,-0.01026095997
5.5,-0.02150064989,-0.02150064989,-0.006843869418
