r,x
1,0.00132206
1,0.00132031
1,0.00131857
1,0.00131683
1,0.0013151
1,0.00131337
1,0.00131164
1,0.00130992
1,0.0013082
1,0.00130649
1,0.00130479
1,0.00130308
1,0.00130139
1,0.00129969
1,0.001298
1,0.00129632
1,0.00129464
1,0.00129296
1,0.00129129
1,0.00128962
1,0.00128796
1,0.0012863
1,0.00128465
1,0.001283
1,0.00128135
1,0.00127971
1,0.00127807
1,0.00127644
1,0.00127481
1,0.00127318
1,0.00127156
1,0.00126994
1,0.00126833
1,0.00126672
1,0.00126512
1,0.00126352
1,0.00126192
1,0.00126033
1,0.00125874
1,0.00125716
1,0.00125558
1,0.001254
1,0.00125243
1,0.00125086
1,0.00124929
1,0.00124773
1,0.00124618
1,0.00124462
1,0.00124307
1,0.00124153
1,0.00123999
1,0.00123845
1,0.00123692
1,0.00123539
1,0.00123386
1,0.00123234
1,0.00123082
1,0.0012293
1,0.00122779
1,0.00122628
1,0.00122478
1,0.00122328
1,0.00122178
1,0.00122029
1,0.0012188
1,0.00121732
1,0.00121584
1,0.00121436
1,0.00121288
1,0.00121141
1,0.00120994
1,0.00120848
1,0.00120702
1,0.00120556
1,0.00120411
1,0.00120266
1,0.00120121
1,0.00119977
1,0.00119833
1,0.00119689
1,0.00119546
1,0.00119403
1,0.00119261
1,0.00119118
1,0.00118977
1,0.00118835
1,0.00118694
1,0.00118553
1,0.00118412
1,0.00118272
1,0.00118132
1,0.00117993
1,0.00117854
1,0.00117715
1,0.00117576
1,0.00117438
1,0.001173
1,0.00117162
1,0.00117025
1,0.00116888
1,0.00116751
1,0.00116615
1,0.00116479
1,0.00116343
1,0.00116208
1,0.00116073
1,0.00115938
1,0.00115804
1,0.0011567
1,0.00115536
1,0.00115403
1,0.00115269
1,0.00115137
1,0.00115004
1,0.00114872
1,0.0011474
1,0.00114608
1,0.00114477
1,0.00114346
1,0.00114215
1,0.00114084
1,0.00113954
1,0.00113824
1,0.00113695
1,0.00113566
1,0.00113437
1,0.00113308
1,0.0011318
1,0.00113052
1,0.00112924
1,0.00112796
1,0.00112669
1,0.00112542
1,0.00112415
1,0.00112289
1,0.00112163
1,0.00112037
1,0.00111912
1,0.00111786
1,0.00111661
1,0.00111537
1,0.00111412
1,0.00111288
1,0.00111164
1,0.00111041
1,0.00110917
1,0.00110794
1,0.00110672
1,0.00110549
1,0.00110427
1,0.00110305
1,0.00110183
1,0.00110062
1,0.00109941
1,0.0010982
1,0.00109699
1,0.00109579
1,0.00109459
1,0.00109339
1,0.0010922
1,0.001091
1,0.00108981
1,0.00108862
1,0.00108744
1,0.00108626
1,0.00108508
1,0.0010839
1,0.00108272
1,0.00108155
1,0.00108038
1,0.00107922
1,0.00107805
1,0.00107689
1,0.00107573
1,0.00107457
1,0.00107342
1,0.00107226
1,0.00107112
1,0.00106997
1,0.00106882
1,0.00106768
1,0.00106654
1,0.0010654
1,0.00106427
1,0.00106314
1,0.00106201
1,0.00106088
1,0.00105975
1,0.00105863
1,0.00105751
1,0.00105639
1,0.00105527
1,0.00105416
1,0.00105305
1,0.00105194
1,0.00105083
1,0.00104973
1,0.00104863
1,0.00104753
1,0.00104643
1,0.00104534
1,0.00104424
1,0.00104315
1,0.00104206
1,0.00104098
1,0.00103989
1,0.00103881
1,0.00103773
1,0.00103666
1,0.00103558
1,0.00103451
1,0.00103344
1,0.00103237
1,0.00103131
1,0.00103024
1,0.00102918
1,0.00102812
1,0.00102706
1,0.00102601
1,0.00102496
1,0.00102391
1,0.00102286
1,0.00102181
1,0.00102077
1,0.00101973
1,0.00101869
1,0.00101765
1,0.00101661
1,0.00101558
1,0.00101455
1,0.00101352
1,0.00101249
1,0.00101147
1,0.00101044
1,0.00100942
1,0.0010084
1,0.00100739
1,0.00100637
1,0.00100536
1,0.00100435
1,0.00100334
1,0.00100233
1,0.00100133
1,0.00100033
1,0.000999325
1,0.000998326
1,0.000997329
1,0.000996335
1,0.000995342
1,0.000994351
1,0.000993362
1,0.000992376
1,0.000991391
1.01,0.00996177
1.01,0.00996116
1.01,0.00996056
1.01,0.00995996
1.01,0.00995936
1.01,0.00995878
1.01,0.0099582
1.01,0.00995762
1.01,0.00995705
1.01,0.00995649
1.01,0.00995593
1.01,0.00995538
1.01,0.00995483
1.01,0.00995429
1.01,0.00995375
1.01,0.00995322
1.01,0.0099527
1.01,0.00995218
1.01,0.00995166
1.01,0.00995115
1.01,0.00995065
1.01,0.00995015
1.01,0.00994966
1.01,0.00994917
1.01,0.00994868
1.01,0.0099482
1.01,0.00994773
1.01,0.00994726
1.01,0.0099468
1.01,0.00994634
1.01,0.00994588
1.01,0.00994543
1.01,0.00994498
1.01,0.00994454
1.01,0.0099441
1.01,0.00994367
1.01,0.00994324
1.01,0.00994282
1.01,0.0099424
1.01,0.00994198
1.01,0.00994157
1.01,0.00994116
1.01,0.00994076
1.01,0.00994036
1.01,0.00993996
1.01,0.00993957
1.01,0.00993919
1.01,0.0099388
1.01,0.00993842
1.01,0.00993805
1.01,0.00993767
1.01,0.00993731
1.01,0.00993694
1.01,0.00993658
1.01,0.00993622
1.01,0.00993587
1.01,0.00993552
1.01,0.00993517
1.01,0.00993483
1.01,0.00993449
1.01,0.00993416
1.01,0.00993382
1.01,0.00993349
1.01,0.00993317
1.01,0.00993284
1.01,0.00993252
1.01,0.00993221
1.01,0.0099319
1.01,0.00993159
1.01,0.00993128
1.01,0.00993097
1.01,0.00993067
1.01,0.00993038
1.01,0.00993008
1.01,0.00992979
1.01,0.0099295
1.01,0.00992921
1.01,0.00992893
1.01,0.00992865
1.01,0.00992837
1.01,0.0099281
1.01,0.00992783
1.01,0.00992756
1.01,0.00992729
1.01,0.00992703
1.01,0.00992677
1.01,0.00992651
1.01,0.00992625
1.01,0.009926
1.01,0.00992575
1.01,0.0099255
1.01,0.00992526
1.01,0.00992501
1.01,0.00992477
1.01,0.00992453
1.01,0.0099243
1.01,0.00992406
1.01,0.00992383
1.01,0.0099236
1.01,0.00992338
1.01,0.00992315
1.01,0.00992293
1.01,0.00992271
1.01,0.00992249
1.01,0.00992228
1.01,0.00992206
1.01,0.00992185
1.01,0.00992164
1.01,0.00992144
1.01,0.00992123
1.01,0.00992103
1.01,0.00992083
1.01,0.00992063
1.01,0.00992043
1.01,0.00992024
1.01,0.00992004
1.01,0.00991985
1.01,0.00991966
1.01,0.00991948
1.01,0.00991929
1.01,0.00991911
1.01,0.00991893
1.01,0.00991875
1.01,0.00991857
1.01,0.00991839
1.01,0.00991822
1.01,0.00991805
1.01,0.00991788
1.01,0.00991771
1.01,0.00991754
1.01,0.00991737
1.01,0.00991721
1.01,0.00991705
1.01,0.00991689
1.01,0.00991673
1.01,0.00991657
1.01,0.00991641
1.01,0.00991626
1.01,0.00991611
1.01,0.00991595
1.01,0.0099158
1.01,0.00991566
1.01,0.00991551
1.01,0.00991536
1.01,0.00991522
1.01,0.00991508
1.01,0.00991494
1.01,0.0099148
1.01,0.00991466
1.01,0.00991452
1.01,0.00991439
1.01,0.00991425
1.01,0.00991412
1.01,0.00991399
1.01,0.00991386
1.01,0.00991373
1.01,0.0099136
1.01,0.00991347
1.01,0.00991335
1.01,0.00991323
1.01,0.0099131
1.01,0.00991298
1.01,0.00991286
1.01,0.00991274
1.01,0.00991263
1.01,0.00991251
1.01,0.00991239
1.01,0.00991228
1.01,0.00991217
1.01,0.00991205
1.01,0.00991194
1.01,0.00991183
1.01,0.00991173
1.01,0.00991162
1.01,0.00991151
1.01,0.00991141
1.01,0.0099113
1.01,0.0099112
1.01,0.0099111
1.01,0.009911
1.01,0.0099109
1.01,0.0099108
1.01,0.0099107
1.01,0.0099106
1.01,0.0099105
1.01,0.00991041
1.01,0.00991032
1.01,0.00991022
1.01,0.00991013
1.01,0.00991004
1.01,0.00990995
1.01,0.00990986
1.01,0.00990977
1.01,0.00990968
1.01,0.00990959
1.01,0.00990951
1.01,0.00990942
1.01,0.00990934
1.01,0.00990926
1.01,0.00990917
1.01,0.00990909
1.01,0.00990901
1.01,0.00990893
1.01,0.00990885
1.01,0.00990877
1.01,0.00990869
1.01,0.00990862
1.01,0.00990854
1.01,0.00990846
1.01,0.00990839
1.01,0.00990832
1.01,0.00990824
1.01,0.00990817
1.01,0.0099081
1.01,0.00990803
1.01,0.00990796
1.01,0.00990789
1.01,0.00990782
1.01,0.00990775
1.01,0.00990768
1.01,0.00990761
1.01,0.00990755
1.01,0.00990748
1.01,0.00990742
1.01,0.00990735
1.01,0.00990729
1.01,0.00990723
1.01,0.00990716
1.01,0.0099071
1.01,0.00990704
1.01,0.00990698
1.01,0.00990692
1.01,0.00990686
1.01,0.0099068
1.01,0.00990674
1.01,0.00990669
1.01,0.00990663
1.01,0.00990657
1.01,0.00990652
1.01,0.00990646
1.01,0.00990641
1.01,0.00990635
1.01,0.0099063
1.01,0.00990625
1.01,0.00990619
1.01,0.00990614
1.01,0.00990609
1.01,0.00990604
1.01,0.00990599
1.01,0.00990594
1.01,0.00990589
1.01,0.00990584
1.01,0.00990579
1.01,0.00990574
1.01,0.0099057
1.01,0.00990565
1.01,0.0099056
1.01,0.00990556
1.01,0.00990551
1.01,0.00990547
1.01,0.00990542
1.01,0.00990538
1.01,0.00990533
1.01,0.00990529
1.01,0.00990525
1.01,0.0099052
1.01,0.00990516
1.01,0.00990512
1.01,0.00990508
1.01,0.00990504
1.01,0.009905
1.01,0.00990496
1.01,0.00990492
1.01,0.00990488
1.01,0.00990484
1.01,0.0099048
1.01,0.00990476
1.01,0.00990472
1.01,0.00990469
1.01,0.00990465
1.01,0.00990461
1.01,0.00990458
1.01,0.00990454
1.01,0.00990451
1.01,0.00990447
1.01,0.00990444
1.01,0.0099044
1.01,0.00990437
1.01,0.00990433
1.01,0.0099043
1.01,0.00990427
1.01,0.00990423
1.01,0.0099042
1.01,0.00990417
1.01,0.00990414
1.01,0.00990411
1.01,0.00990408
1.01,0.00990404
1.01,0.00990401
1.01,0.00990398
1.01,0.00990395
1.01,0.00990392
1.01,0.00990389
1.01,0.00990387
1.01,0.00990384
1.01,0.00990381
1.01,0.00990378
1.01,0.00990375
1.01,0.00990372
1.01,0.0099037
1.01,0.00990367
1.01,0.00990364
1.01,0.00990362
1.01,0.00990359
1.01,0.00990356
1.01,0.00990354
1.01,0.00990351
1.01,0.00990349
1.01,0.00990346
1.01,0.00990344
1.01,0.00990341
1.01,0.00990339
1.01,0.00990337
1.01,0.00990334
1.01,0.00990332
1.01,0.00990329
1.01,0.00990327
1.01,0.00990325
1.01,0.00990323
1.01,0.0099032
1.01,0.00990318
1.01,0.00990316
1.01,0.00990314
1.01,0.00990312
1.01,0.0099031
1.01,0.00990307
1.01,0.00990305
1.01,0.00990303
1.01,0.00990301
1.01,0.00990299
1.01,0.00990297
1.01,0.00990295
1.01,0.00990293
1.01,0.00990291
1.01,0.00990289
1.01,0.00990288
1.01,0.00990286
1.01,0.00990284
1.01,0.00990282
1.01,0.0099028
1.01,0.00990278
1.01,0.00990276
1.01,0.00990275
1.01,0.00990273
1.01,0.00990271
1.01,0.00990269
1.01,0.00990268
1.01,0.00990266
1.01,0.00990264
1.01,0.00990263
1.01,0.00990261
1.01,0.0099026
1.01,0.00990258
1.01,0.00990256
1.01,0.00990255
1.01,0.00990253
1.01,0.00990252
1.01,0.0099025
1.01,0.00990249
1.01,0.00990247
1.01,0.00990246
1.01,0.00990244
1.01,0.00990243
1.01,0.00990241
1.01,0.0099024
1.01,0.00990238
1.01,0.00990237
1.01,0.00990236
1.01,0.00990234
1.01,0.00990233
1.01,0.00990232
1.01,0.0099023
1.01,0.00990229
1.01,0.00990228
1.01,0.00990226
1.01,0.00990225
1.01,0.00990224
1.01,0.00990223
1.01,0.00990221
1.01,0.0099022
1.01,0.00990219
1.01,0.00990218
1.01,0.00990217
1.01,0.00990215
1.01,0.00990214
1.01,0.00990213
1.01,0.00990212
1.01,0.00990211
1.01,0.0099021
1.01,0.00990209
1.01,0.00990207
1.01,0.00990206
1.01,0.00990205
1.01,0.00990204
1.01,0.00990203
1.01,0.00990202
1.01,0.00990201
1.01,0.009902
1.01,0.00990199
1.01,0.00990198
1.01,0.00990197
1.01,0.00990196
1.01,0.00990195
1.01,0.00990194
1.01,0.00990193
1.01,0.00990192
1.01,0.00990191
1.01,0.0099019
1.01,0.0099019
1.01,0.00990189
1.01,0.00990188
1.01,0.00990187
1.01,0.00990186
1.01,0.00990185
1.01,0.00990184
1.01,0.00990183
1.01,0.00990183
1.01,0.00990182
1.01,0.00990181
1.01,0.0099018
1.01,0.00990179
1.01,0.00990178
1.01,0.00990178
1.01,0.00990177
1.01,0.00990176
1.01,0.00990175
1.01,0.00990175
1.01,0.00990174
1.01,0.00990173
1.01,0.00990172
1.01,0.00990172
1.01,0.00990171
1.01,0.0099017
1.01,0.00990169
1.01,0.00990169
1.01,0.00990168
1.01,0.00990167
1.01,0.00990167
1.01,0.00990166
1.01,0.00990165
1.01,0.00990165
1.01,0.00990164
1.01,0.00990163
1.01,0.00990163
1.01,0.00990162
1.01,0.00990161
1.01,0.00990161
1.01,0.0099016
1.01,0.0099016
1.01,0.00990159
1.01,0.00990158
1.01,0.00990158
1.01,0.00990157
1.01,0.00990157
1.01,0.00990156
1.01,0.00990155
1.01,0.00990155
1.01,0.00990154
1.01,0.00990154
1.01,0.00990153
1.01,0.00990153
1.01,0.00990152
1.01,0.00990152
1.01,0.00990151
1.01,0.00990151
1.01,0.0099015
1.01,0.0099015
1.01,0.00990149
1.01,0.00990149
1.01,0.00990148
1.01,0.00990148
1.01,0.00990147
1.01,0.00990147
1.01,0.00990146
1.01,0.00990146
1.01,0.00990145
1.01,0.00990145
1.01,0.00990144
1.01,0.00990144
1.01,0.00990143
1.01,0.00990143
1.01,0.00990142
1.01,0.00990142
1.01,0.00990142
1.01,0.00990141
1.01,0.00990141
1.01,0.0099014
1.01,0.0099014
1.01,0.0099014
1.01,0.00990139
1.02,0.0196085
1.02,0.0196085
1.02,0.0196085
1.02,0.0196085
1.02,0.0196085
1.02,0.0196085
1.02,0.0196085
1.02,0.0196085
1.02,0.0196084
1.02,0.0196084
1.02,0.0196084
1.02,0.0196084
1.02,0.0196084
1.02,0.0196084
1.02,0.0196084
1.02,0.0196084
1.02,0.0196084
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196083
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196082
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.0196081
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.019608
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196079
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.02,0.0196078
1.03,0.0291262
1.03,0.0291262
1.03,0.0291262
